District,Month,Total_Waste_Tons,PET_Tons,HDPE_Tons,PVC_Tons,LDPE_Tons,PP_Tons,PS_Tons
Kancheepuram,2018-02,2283.0,570.75,342.45,228.3,456.6,456.6,228.3
Kancheepuram,2018-03,2223.85,555.96,333.58,222.38,444.77,444.77,222.38
Kancheepuram,2018-04,3268.0,817.0,490.2,326.8,653.6,653.6,326.8
Kancheepuram,2018-05,3318.93,829.73,497.84,331.89,663.79,663.79,331.89
Kancheepuram,2018-06,2220.82,555.21,333.12,222.08,444.16,444.16,222.08
Kancheepuram,2018-07,2143.04,535.76,321.46,214.3,428.61,428.61,214.3
Kancheepuram,2018-08,2089.22,522.31,313.38,208.92,417.84,417.84,208.92
Kancheepuram,2018-09,2924.54,731.14,438.68,292.45,584.91,584.91,292.45
Kancheepuram,2018-10,4048.03,1012.01,607.2,404.8,809.61,809.61,404.8
Kancheepuram,2018-11,3198.12,799.53,479.72,319.81,639.62,639.62,319.81
Kancheepuram,2018-12,2327.35,581.84,349.1,232.73,465.47,465.47,232.73
Kancheepuram,2019-01,2088.92,522.23,313.34,208.89,417.78,417.78,208.89
Kancheepuram,2019-02,1814.17,453.54,272.13,181.42,362.83,362.83,181.42
Kancheepuram,2019-03,3820.52,955.13,573.08,382.05,764.1,764.1,382.05
Kancheepuram,2019-04,3338.33,834.58,500.75,333.83,667.67,667.67,333.83
Kancheepuram,2019-05,3642.63,910.66,546.39,364.26,728.53,728.53,364.26
Kancheepuram,2019-06,2855.24,713.81,428.29,285.52,571.05,571.05,285.52
Kancheepuram,2019-07,2309.68,577.42,346.45,230.97,461.94,461.94,230.97
Kancheepuram,2019-08,2314.43,578.61,347.16,231.44,462.89,462.89,231.44
Kancheepuram,2019-09,3324.81,831.2,498.72,332.48,664.96,664.96,332.48
Kancheepuram,2019-10,3657.96,914.49,548.69,365.8,731.59,731.59,365.8
Kancheepuram,2019-11,2436.3,609.08,365.45,243.63,487.26,487.26,243.63
Kancheepuram,2019-12,2024.16,506.04,303.62,202.42,404.83,404.83,202.42
Kancheepuram,2020-01,2955.67,738.92,443.35,295.57,591.13,591.13,295.57
Kancheepuram,2020-02,3129.86,782.47,469.48,312.99,625.97,625.97,312.99
Kancheepuram,2020-03,3056.27,764.07,458.44,305.63,611.25,611.25,305.63
Kancheepuram,2020-04,2795.95,698.99,419.39,279.6,559.19,559.19,279.6
Kancheepuram,2020-05,3554.07,888.52,533.11,355.41,710.81,710.81,355.41
Kancheepuram,2020-06,1865.65,466.41,279.85,186.57,373.13,373.13,186.57
Kancheepuram,2020-07,1957.96,489.49,293.69,195.8,391.59,391.59,195.8
Kancheepuram,2020-08,2212.72,553.18,331.91,221.27,442.54,442.54,221.27
Kancheepuram,2020-09,2461.39,615.35,369.21,246.14,492.28,492.28,246.14
Kancheepuram,2020-10,3264.67,816.17,489.7,326.47,652.93,652.93,326.47
Kancheepuram,2020-11,4564.36,1141.09,684.65,456.44,912.87,912.87,456.44
Kancheepuram,2020-12,2770.36,692.59,415.55,277.04,554.07,554.07,277.04
Kancheepuram,2021-01,2707.26,676.81,406.09,270.73,541.45,541.45,270.73
Kancheepuram,2021-02,2735.02,683.75,410.25,273.5,547.0,547.0,273.5
Kancheepuram,2021-03,3397.65,849.41,509.65,339.77,679.53,679.53,339.77
Kancheepuram,2021-04,3489.15,872.29,523.37,348.92,697.83,697.83,348.92
Kancheepuram,2021-05,3477.42,869.35,521.61,347.74,695.48,695.48,347.74
Kancheepuram,2021-06,1852.86,463.21,277.93,185.29,370.57,370.57,185.29
Kancheepuram,2021-07,3227.38,806.85,484.11,322.74,645.48,645.48,322.74
Kancheepuram,2021-08,3464.83,866.21,519.72,346.48,692.97,692.97,346.48
Kancheepuram,2021-09,3086.97,771.74,463.05,308.7,617.39,617.39,308.7
Kancheepuram,2021-10,2890.58,722.65,433.59,289.06,578.12,578.12,289.06
Kancheepuram,2021-11,2612.35,653.09,391.85,261.23,522.47,522.47,261.23
Kancheepuram,2021-12,3884.62,971.15,582.69,388.46,776.92,776.92,388.46
Kancheepuram,2022-01,3117.52,779.38,467.63,311.75,623.5,623.5,311.75
Kancheepuram,2022-02,3150.61,787.65,472.59,315.06,630.12,630.12,315.06
Kancheepuram,2022-03,3710.69,927.67,556.6,371.07,742.14,742.14,371.07
Kancheepuram,2022-04,2899.23,724.81,434.88,289.92,579.85,579.85,289.92
Kancheepuram,2022-05,3484.95,871.24,522.74,348.49,696.99,696.99,348.49
Kancheepuram,2022-06,2505.41,626.35,375.81,250.54,501.08,501.08,250.54
Kancheepuram,2022-07,3155.12,788.78,473.27,315.51,631.02,631.02,315.51
Kancheepuram,2022-08,2883.08,720.77,432.46,288.31,576.62,576.62,288.31
Kancheepuram,2022-09,2744.45,686.11,411.67,274.45,548.89,548.89,274.45
Kancheepuram,2022-10,3869.02,967.25,580.35,386.9,773.8,773.8,386.9
Kancheepuram,2022-11,3298.4,824.6,494.76,329.84,659.68,659.68,329.84
Kancheepuram,2022-12,2731.2,682.8,409.68,273.12,546.24,546.24,273.12
Kancheepuram,2023-01,2753.07,688.27,412.96,275.31,550.61,550.61,275.31
Kancheepuram,2023-02,2568.96,642.24,385.34,256.9,513.79,513.79,256.9
Kancheepuram,2023-03,4053.41,1013.35,608.01,405.34,810.68,810.68,405.34
Kancheepuram,2023-04,2812.5,703.12,421.87,281.25,562.5,562.5,281.25
Kancheepuram,2023-05,2098.68,524.67,314.8,209.87,419.74,419.74,209.87
Kancheepuram,2023-06,1828.28,457.07,274.24,182.83,365.66,365.66,182.83
Kancheepuram,2023-07,2176.06,544.01,326.41,217.61,435.21,435.21,217.61
Kancheepuram,2023-08,2494.19,623.55,374.13,249.42,498.84,498.84,249.42
Kancheepuram,2023-09,1991.49,497.87,298.72,199.15,398.3,398.3,199.15
Kancheepuram,2023-10,4913.56,1228.39,737.03,491.36,982.71,982.71,491.36
Kancheepuram,2023-11,2805.01,701.25,420.75,280.5,561.0,561.0,280.5
Kancheepuram,2023-12,4113.59,1028.4,617.04,411.36,822.72,822.72,411.36
Kancheepuram,2024-01,2814.25,703.56,422.14,281.42,562.85,562.85,281.42
Kancheepuram,2024-02,3614.69,903.67,542.2,361.47,722.94,722.94,361.47
Kancheepuram,2024-03,4018.07,1004.52,602.71,401.81,803.61,803.61,401.81
Kancheepuram,2024-04,2046.98,511.75,307.05,204.7,409.4,409.4,204.7
Kancheepuram,2024-05,3147.9,786.98,472.19,314.79,629.58,629.58,314.79
Kancheepuram,2024-06,3622.29,905.57,543.34,362.23,724.46,724.46,362.23
Kancheepuram,2024-07,3346.64,836.66,502.0,334.66,669.33,669.33,334.66
Kancheepuram,2024-08,2974.36,743.59,446.15,297.44,594.87,594.87,297.44
Kancheepuram,2024-09,2619.56,654.89,392.93,261.96,523.91,523.91,261.96
Kancheepuram,2024-10,3569.69,892.42,535.45,356.97,713.94,713.94,356.97
Kancheepuram,2024-11,4683.5,1170.87,702.52,468.35,936.7,936.7,468.35
Kancheepuram,2024-12,2152.36,538.09,322.85,215.24,430.47,430.47,215.24
Kanyakumari,2018-01,3022.27,755.57,453.34,302.23,604.45,604.45,302.23
Kanyakumari,2018-02,1756.82,439.21,263.52,175.68,351.36,351.36,175.68
Kanyakumari,2018-03,1803.1,450.77,270.46,180.31,360.62,360.62,180.31
Kanyakumari,2018-04,3478.59,869.65,521.79,347.86,695.72,695.72,347.86
Kanyakumari,2018-05,2261.59,565.4,339.24,226.16,452.32,452.32,226.16
Kanyakumari,2018-06,2519.12,629.78,377.87,251.91,503.82,503.82,251.91
Kanyakumari,2018-07,2276.0,569.0,341.4,227.6,455.2,455.2,227.6
Kanyakumari,2018-08,2849.47,712.37,427.42,284.95,569.89,569.89,284.95
Kanyakumari,2018-09,1764.2,441.05,264.63,176.42,352.84,352.84,176.42
Kanyakumari,2018-10,2296.99,574.25,344.55,229.7,459.4,459.4,229.7
Kanyakumari,2018-11,1883.15,470.79,282.47,188.32,376.63,376.63,188.32
Kanyakumari,2018-12,1801.42,450.35,270.21,180.14,360.28,360.28,180.14
Kanyakumari,2019-01,2173.24,543.31,325.99,217.32,434.65,434.65,217.32
Kanyakumari,2019-02,1780.68,445.17,267.1,178.07,356.14,356.14,178.07
Kanyakumari,2019-03,2516.1,629.02,377.41,251.61,503.22,503.22,251.61
Kanyakumari,2019-04,3873.2,968.3,580.98,387.32,774.64,774.64,387.32
Kanyakumari,2019-05,3128.68,782.17,469.3,312.87,625.74,625.74,312.87
Kanyakumari,2019-06,1574.62,393.66,236.19,157.46,314.92,314.92,157.46
Kanyakumari,2019-07,2352.69,588.17,352.9,235.27,470.54,470.54,235.27
Kanyakumari,2019-08,2285.61,571.4,342.84,228.56,457.12,457.12,228.56
Kanyakumari,2019-09,3020.29,755.07,453.04,302.03,604.06,604.06,302.03
Kanyakumari,2019-10,1970.92,492.73,295.64,197.09,394.18,394.18,197.09
Kanyakumari,2019-11,2649.3,662.32,397.39,264.93,529.86,529.86,264.93
Kanyakumari,2019-12,2829.79,707.45,424.47,282.98,565.96,565.96,282.98
Kanyakumari,2020-01,2232.97,558.24,334.95,223.3,446.59,446.59,223.3
Kanyakumari,2020-02,1975.16,493.79,296.27,197.52,395.03,395.03,197.52
Kanyakumari,2020-03,2363.95,590.99,354.59,236.39,472.79,472.79,236.39
Kanyakumari,2020-04,2645.78,661.44,396.87,264.58,529.16,529.16,264.58
Kanyakumari,2020-05,3433.06,858.27,514.96,343.31,686.61,686.61,343.31
Kanyakumari,2020-06,1978.02,494.51,296.7,197.8,395.6,395.6,197.8
Kanyakumari,2020-07,1699.15,424.79,254.87,169.91,339.83,339.83,169.91
Kanyakumari,2020-08,2518.32,629.58,377.75,251.83,503.66,503.66,251.83
Kanyakumari,2020-09,2249.17,562.29,337.38,224.92,449.83,449.83,224.92
Kanyakumari,2020-10,3908.85,977.21,586.33,390.89,781.77,781.77,390.89
Kanyakumari,2020-11,2497.48,624.37,374.62,249.75,499.5,499.5,249.75
Kanyakumari,2020-12,2054.3,513.58,308.15,205.43,410.86,410.86,205.43
Kanyakumari,2021-01,2554.04,638.51,383.11,255.4,510.81,510.81,255.4
Kanyakumari,2021-02,1727.68,431.92,259.15,172.77,345.54,345.54,172.77
Kanyakumari,2021-03,2531.03,632.76,379.65,253.1,506.21,506.21,253.1
Kanyakumari,2021-04,2390.77,597.69,358.61,239.08,478.15,478.15,239.08
Kanyakumari,2021-05,3912.71,978.18,586.91,391.27,782.54,782.54,391.27
Kanyakumari,2021-06,1524.11,381.03,228.62,152.41,304.82,304.82,152.41
Kanyakumari,2021-07,2573.99,643.5,386.1,257.4,514.8,514.8,257.4
Kanyakumari,2021-08,2619.9,654.98,392.99,261.99,523.98,523.98,261.99
Kanyakumari,2021-09,1738.9,434.73,260.84,173.89,347.78,347.78,173.89
Kanyakumari,2021-10,2248.31,562.08,337.25,224.83,449.66,449.66,224.83
Kanyakumari,2021-11,2395.11,598.78,359.27,239.51,479.02,479.02,239.51
Kanyakumari,2021-12,2858.67,714.67,428.8,285.87,571.73,571.73,285.87
Kanyakumari,2022-01,2995.57,748.89,449.34,299.56,599.11,599.11,299.56
Kanyakumari,2022-02,2910.02,727.5,436.5,291.0,582.0,582.0,291.0
Kanyakumari,2022-03,2118.36,529.59,317.75,211.84,423.67,423.67,211.84
Kanyakumari,2022-04,4008.54,1002.14,601.28,400.85,801.71,801.71,400.85
Kanyakumari,2022-05,2680.27,670.07,402.04,268.03,536.05,536.05,268.03
Kanyakumari,2022-06,2161.1,540.27,324.16,216.11,432.22,432.22,216.11
Kanyakumari,2022-07,1813.57,453.39,272.04,181.36,362.71,362.71,181.36
Kanyakumari,2022-08,2228.27,557.07,334.24,222.83,445.65,445.65,222.83
Kanyakumari,2022-09,3106.8,776.7,466.02,310.68,621.36,621.36,310.68
Kanyakumari,2022-10,3080.66,770.17,462.1,308.07,616.13,616.13,308.07
Kanyakumari,2022-11,3671.94,917.98,550.79,367.19,734.39,734.39,367.19
Kanyakumari,2022-12,2435.67,608.92,365.35,243.57,487.13,487.13,243.57
Kanyakumari,2023-01,1790.36,447.59,268.55,179.04,358.07,358.07,179.04
Kanyakumari,2023-02,2395.86,598.97,359.38,239.59,479.17,479.17,239.59
Kanyakumari,2023-03,2604.9,651.22,390.73,260.49,520.98,520.98,260.49
Kanyakumari,2023-04,4009.3,1002.33,601.4,400.93,801.86,801.86,400.93
Kanyakumari,2023-05,3324.02,831.0,498.6,332.4,664.8,664.8,332.4
Kanyakumari,2023-06,2360.18,590.04,354.03,236.02,472.04,472.04,236.02
Kanyakumari,2023-07,3025.99,756.5,453.9,302.6,605.2,605.2,302.6
Kanyakumari,2023-08,2386.32,596.58,357.95,238.63,477.26,477.26,238.63
Kanyakumari,2023-09,1894.16,473.54,284.12,189.42,378.83,378.83,189.42
Kanyakumari,2023-10,2313.27,578.32,346.99,231.33,462.65,462.65,231.33
Kanyakumari,2023-11,2920.96,730.24,438.14,292.1,584.19,584.19,292.1
Kanyakumari,2023-12,1947.59,486.9,292.14,194.76,389.52,389.52,194.76
Kanyakumari,2024-01,1890.74,472.69,283.61,189.07,378.15,378.15,189.07
Kanyakumari,2024-02,2355.58,588.89,353.34,235.56,471.12,471.12,235.56
Kanyakumari,2024-03,2110.3,527.58,316.55,211.03,422.06,422.06,211.03
Kanyakumari,2024-04,2751.7,687.92,412.75,275.17,550.34,550.34,275.17
Kanyakumari,2024-05,2953.78,738.45,443.07,295.38,590.76,590.76,295.38
Kanyakumari,2024-06,1714.74,428.68,257.21,171.47,342.95,342.95,171.47
Kanyakumari,2024-07,2138.95,534.74,320.84,213.89,427.79,427.79,213.89
Kanyakumari,2024-08,2938.96,734.74,440.84,293.9,587.79,587.79,293.9
Kanyakumari,2024-09,1894.85,473.71,284.23,189.48,378.97,378.97,189.48
Kanyakumari,2024-10,3057.49,764.37,458.62,305.75,611.5,611.5,305.75
Kanyakumari,2024-11,3502.19,875.55,525.33,350.22,700.44,700.44,350.22
Kanyakumari,2024-12,2299.32,574.83,344.9,229.93,459.86,459.86,229.93
Karur,2018-01,1022.85,255.71,153.43,102.28,204.57,204.57,102.28
Karur,2018-02,867.09,216.77,130.06,86.71,173.42,173.42,86.71
Karur,2018-03,1378.38,344.59,206.76,137.84,275.68,275.68,137.84
Karur,2018-04,1622.83,405.71,243.42,162.28,324.57,324.57,162.28
Karur,2018-05,1080.82,270.2,162.12,108.08,216.16,216.16,108.08
Karur,2018-06,1488.97,372.24,223.35,148.9,297.79,297.79,148.9
Karur,2018-07,916.41,229.1,137.46,91.64,183.28,183.28,91.64
Karur,2018-08,1109.64,277.41,166.45,110.96,221.93,221.93,110.96
Karur,2018-09,1582.37,395.59,237.36,158.24,316.47,316.47,158.24
Karur,2018-10,1603.58,400.9,240.54,160.36,320.72,320.72,160.36
Karur,2018-11,1207.06,301.77,181.06,120.71,241.41,241.41,120.71
Karur,2018-12,1651.54,412.88,247.73,165.15,330.31,330.31,165.15
Karur,2019-01,1641.29,410.32,246.19,164.13,328.26,328.26,164.13
Karur,2019-02,1014.36,253.59,152.15,101.44,202.87,202.87,101.44
Karur,2019-03,1309.83,327.46,196.47,130.98,261.97,261.97,130.98
Karur,2019-04,1530.24,382.56,229.54,153.02,306.05,306.05,153.02
Karur,2019-05,1467.07,366.77,220.06,146.71,293.41,293.41,146.71
Karur,2019-06,888.02,222.0,133.2,88.8,177.6,177.6,88.8
Karur,2019-07,874.08,218.52,131.11,87.41,174.82,174.82,87.41
Karur,2019-08,1272.79,318.2,190.92,127.28,254.56,254.56,127.28
Karur,2019-09,1311.17,327.79,196.68,131.12,262.23,262.23,131.12
Karur,2019-10,1353.55,338.39,203.03,135.35,270.71,270.71,135.35
Karur,2019-11,1335.81,333.95,200.37,133.58,267.16,267.16,133.58
Karur,2019-12,970.34,242.59,145.55,97.03,194.07,194.07,97.03
Karur,2020-01,1741.02,435.26,261.15,174.1,348.2,348.2,174.1
Karur,2020-02,1586.2,396.55,237.93,158.62,317.24,317.24,158.62
Karur,2020-03,1101.48,275.37,165.22,110.15,220.3,220.3,110.15
Karur,2020-04,1712.23,428.06,256.83,171.22,342.45,342.45,171.22
Karur,2020-05,1016.77,254.19,152.52,101.68,203.35,203.35,101.68
Karur,2020-06,1214.52,303.63,182.18,121.45,242.9,242.9,121.45
Karur,2020-07,1039.95,259.99,155.99,103.99,207.99,207.99,103.99
Karur,2020-08,1363.07,340.77,204.46,136.31,272.61,272.61,136.31
Karur,2020-09,1768.94,442.24,265.34,176.89,353.79,353.79,176.89
Karur,2020-10,1133.73,283.43,170.06,113.37,226.75,226.75,113.37
Karur,2020-11,1827.78,456.94,274.17,182.78,365.56,365.56,182.78
Karur,2020-12,1561.68,390.42,234.25,156.17,312.34,312.34,156.17
Karur,2021-01,1317.55,329.39,197.63,131.76,263.51,263.51,131.76
Karur,2021-02,957.57,239.39,143.64,95.76,191.51,191.51,95.76
Karur,2021-03,1040.37,260.09,156.06,104.04,208.07,208.07,104.04
Karur,2021-04,1640.23,410.06,246.03,164.02,328.05,328.05,164.02
Karur,2021-05,1327.52,331.88,199.13,132.75,265.5,265.5,132.75
Karur,2021-06,1507.78,376.94,226.17,150.78,301.56,301.56,150.78
Karur,2021-07,1600.66,400.16,240.1,160.07,320.13,320.13,160.07
Karur,2021-08,1009.5,252.38,151.43,100.95,201.9,201.9,100.95
Karur,2021-09,1750.38,437.6,262.56,175.04,350.08,350.08,175.04
Karur,2021-10,1776.3,444.08,266.45,177.63,355.26,355.26,177.63
Karur,2021-11,1963.04,490.76,294.46,196.3,392.61,392.61,196.3
Karur,2021-12,1685.63,421.41,252.84,168.56,337.13,337.13,168.56
Karur,2022-01,1064.03,266.01,159.6,106.4,212.81,212.81,106.4
Karur,2022-02,1163.13,290.78,174.47,116.31,232.63,232.63,116.31
Karur,2022-03,1112.94,278.24,166.94,111.29,222.59,222.59,111.29
Karur,2022-04,1147.08,286.77,172.06,114.71,229.42,229.42,114.71
Karur,2022-05,1008.57,252.14,151.29,100.86,201.71,201.71,100.86
Karur,2022-06,861.79,215.45,129.27,86.18,172.36,172.36,86.18
Karur,2022-07,1629.3,407.32,244.39,162.93,325.86,325.86,162.93
Karur,2022-08,1768.84,442.21,265.33,176.88,353.77,353.77,176.88
Karur,2022-09,1457.22,364.31,218.58,145.72,291.44,291.44,145.72
Karur,2022-10,2083.84,520.96,312.58,208.38,416.77,416.77,208.38
Karur,2022-11,1795.66,448.92,269.35,179.57,359.13,359.13,179.57
Karur,2022-12,1038.93,259.73,155.84,103.89,207.79,207.79,103.89
Karur,2023-01,1032.79,258.2,154.92,103.28,206.56,206.56,103.28
Karur,2023-02,1198.72,299.68,179.81,119.87,239.74,239.74,119.87
Karur,2023-03,984.62,246.15,147.69,98.46,196.92,196.92,98.46
Karur,2023-04,1590.38,397.6,238.56,159.04,318.08,318.08,159.04
Karur,2023-05,1348.22,337.06,202.23,134.82,269.64,269.64,134.82
Karur,2023-06,913.22,228.3,136.98,91.32,182.64,182.64,91.32
Karur,2023-07,1175.06,293.76,176.26,117.51,235.01,235.01,117.51
Karur,2023-08,1343.1,335.77,201.46,134.31,268.62,268.62,134.31
Karur,2023-09,1746.72,436.68,262.01,174.67,349.34,349.34,174.67
Karur,2023-10,1154.91,288.73,173.24,115.49,230.98,230.98,115.49
Karur,2023-11,1650.03,412.51,247.51,165.0,330.01,330.01,165.0
Karur,2023-12,997.06,249.26,149.56,99.71,199.41,199.41,99.71
Karur,2024-01,1757.96,439.49,263.69,175.8,351.59,351.59,175.8
Karur,2024-02,1169.92,292.48,175.49,116.99,233.98,233.98,116.99
Karur,2024-03,1011.75,252.94,151.76,101.18,202.35,202.35,101.18
Karur,2024-04,1760.33,440.08,264.05,176.03,352.07,352.07,176.03
Karur,2024-05,1163.76,290.94,174.56,116.38,232.75,232.75,116.38
Karur,2024-06,1128.69,282.17,169.3,112.87,225.74,225.74,112.87
Karur,2024-07,1192.0,298.0,178.8,119.2,238.4,238.4,119.2
Karur,2024-08,1637.15,409.29,245.57,163.72,327.43,327.43,163.72
Karur,2024-09,1202.82,300.7,180.42,120.28,240.56,240.56,120.28
Karur,2024-10,1645.11,411.28,246.77,164.51,329.02,329.02,164.51
Karur,2024-11,1891.16,472.79,283.67,189.12,378.23,378.23,189.12
Karur,2024-12,1476.31,369.08,221.45,147.63,295.26,295.26,147.63
Krishnagiri,2018-01,1701.86,425.46,255.28,170.19,340.37,340.37,170.19
Krishnagiri,2018-02,1826.91,456.73,274.04,182.69,365.38,365.38,182.69
Krishnagiri,2018-03,3080.91,770.23,462.14,308.09,616.18,616.18,308.09
Krishnagiri,2018-04,3002.85,750.71,450.43,300.29,600.57,600.57,300.29
Krishnagiri,2018-05,2562.6,640.65,384.39,256.26,512.52,512.52,256.26
Krishnagiri,2018-06,1730.47,432.62,259.57,173.05,346.09,346.09,173.05
Krishnagiri,2018-07,2465.72,616.43,369.86,246.57,493.14,493.14,246.57
Krishnagiri,2018-08,1711.55,427.89,256.73,171.15,342.31,342.31,171.15
Krishnagiri,2018-09,2868.12,717.03,430.22,286.81,573.62,573.62,286.81
Krishnagiri,2018-10,2457.84,614.46,368.68,245.78,491.57,491.57,245.78
Krishnagiri,2018-11,2070.14,517.53,310.52,207.01,414.03,414.03,207.01
Krishnagiri,2018-12,2573.98,643.5,386.1,257.4,514.8,514.8,257.4
Krishnagiri,2019-01,2199.63,549.91,329.95,219.96,439.93,439.93,219.96
Krishnagiri,2019-02,1489.42,372.36,223.41,148.94,297.88,297.88,148.94
Krishnagiri,2019-03,2646.58,661.65,396.99,264.66,529.32,529.32,264.66
Krishnagiri,2019-04,2387.7,596.92,358.15,238.77,477.54,477.54,238.77
Krishnagiri,2019-05,2549.19,637.3,382.38,254.92,509.84,509.84,254.92
Krishnagiri,2019-06,2328.43,582.11,349.26,232.84,465.69,465.69,232.84
Krishnagiri,2019-07,2685.56,671.39,402.83,268.56,537.11,537.11,268.56
Krishnagiri,2019-08,1800.99,450.25,270.15,180.1,360.2,360.2,180.1
Krishnagiri,2019-09,2045.94,511.48,306.89,204.59,409.19,409.19,204.59
Krishnagiri,2019-10,2075.52,518.88,311.33,207.55,415.1,415.1,207.55
Krishnagiri,2019-11,2839.19,709.8,425.88,283.92,567.84,567.84,283.92
Krishnagiri,2019-12,2660.09,665.02,399.01,266.01,532.02,532.02,266.01
Krishnagiri,2020-01,1716.17,429.04,257.43,171.62,343.23,343.23,171.62
Krishnagiri,2020-02,1654.64,413.66,248.2,165.46,330.93,330.93,165.46
Krishnagiri,2020-03,1688.27,422.07,253.24,168.83,337.65,337.65,168.83
Krishnagiri,2020-04,2056.31,514.08,308.45,205.63,411.26,411.26,205.63
Krishnagiri,2020-05,2882.59,720.65,432.39,288.26,576.52,576.52,288.26
Krishnagiri,2020-06,2493.54,623.38,374.03,249.35,498.71,498.71,249.35
Krishnagiri,2020-07,2598.13,649.53,389.72,259.81,519.63,519.63,259.81
Krishnagiri,2020-08,2933.41,733.35,440.01,293.34,586.68,586.68,293.34
Krishnagiri,2020-09,2885.87,721.47,432.88,288.59,577.17,577.17,288.59
Krishnagiri,2020-10,3231.64,807.91,484.75,323.16,646.33,646.33,323.16
Krishnagiri,2020-11,2204.64,551.16,330.7,220.46,440.93,440.93,220.46
Krishnagiri,2020-12,2458.0,614.5,368.7,245.8,491.6,491.6,245.8
Krishnagiri,2021-01,2996.33,749.08,449.45,299.63,599.27,599.27,299.63
Krishnagiri,2021-02,2051.69,512.92,307.75,205.17,410.34,410.34,205.17
Krishnagiri,2021-03,2253.03,563.26,337.95,225.3,450.61,450.61,225.3
Krishnagiri,2021-04,2785.02,696.26,417.75,278.5,557.0,557.0,278.5
Krishnagiri,2021-05,2044.86,511.21,306.73,204.49,408.97,408.97,204.49
Krishnagiri,2021-06,2272.12,568.03,340.82,227.21,454.42,454.42,227.21
Krishnagiri,2021-07,1768.41,442.1,265.26,176.84,353.68,353.68,176.84
Krishnagiri,2021-08,1694.94,423.73,254.24,169.49,338.99,338.99,169.49
Krishnagiri,2021-09,1711.06,427.76,256.66,171.11,342.21,342.21,171.11
Krishnagiri,2021-10,2356.14,589.04,353.42,235.61,471.23,471.23,235.61
Krishnagiri,2021-11,2168.04,542.01,325.21,216.8,433.61,433.61,216.8
Krishnagiri,2021-12,2691.19,672.8,403.68,269.12,538.24,538.24,269.12
Krishnagiri,2022-01,2504.68,626.17,375.7,250.47,500.94,500.94,250.47
Krishnagiri,2022-02,2429.19,607.3,364.38,242.92,485.84,485.84,242.92
Krishnagiri,2022-03,3074.1,768.52,461.11,307.41,614.82,614.82,307.41
Krishnagiri,2022-04,1665.87,416.47,249.88,166.59,333.17,333.17,166.59
Krishnagiri,2022-05,3002.73,750.68,450.41,300.27,600.55,600.55,300.27
Krishnagiri,2022-06,1494.12,373.53,224.12,149.41,298.82,298.82,149.41
Krishnagiri,2022-07,2507.88,626.97,376.18,250.79,501.58,501.58,250.79
Krishnagiri,2022-08,1700.39,425.1,255.06,170.04,340.08,340.08,170.04
Krishnagiri,2022-09,3051.36,762.84,457.7,305.14,610.27,610.27,305.14
Krishnagiri,2022-10,3923.99,981.0,588.6,392.4,784.8,784.8,392.4
Krishnagiri,2022-11,2807.5,701.87,421.12,280.75,561.5,561.5,280.75
Krishnagiri,2022-12,2009.59,502.4,301.44,200.96,401.92,401.92,200.96
Krishnagiri,2023-01,1746.92,436.73,262.04,174.69,349.38,349.38,174.69
Krishnagiri,2023-02,2863.85,715.96,429.58,286.38,572.77,572.77,286.38
Krishnagiri,2023-03,2965.4,741.35,444.81,296.54,593.08,593.08,296.54
Krishnagiri,2023-04,2250.72,562.68,337.61,225.07,450.14,450.14,225.07
Krishnagiri,2023-05,3239.13,809.78,485.87,323.91,647.83,647.83,323.91
Krishnagiri,2023-06,2550.14,637.53,382.52,255.01,510.03,510.03,255.01
Krishnagiri,2023-07,2506.96,626.74,376.04,250.7,501.39,501.39,250.7
Krishnagiri,2023-08,3311.94,827.99,496.79,331.19,662.39,662.39,331.19
Krishnagiri,2023-09,2372.8,593.2,355.92,237.28,474.56,474.56,237.28
Krishnagiri,2023-10,2096.86,524.21,314.53,209.69,419.37,419.37,209.69
Krishnagiri,2023-11,3628.18,907.04,544.23,362.82,725.64,725.64,362.82
Krishnagiri,2023-12,3345.97,836.49,501.9,334.6,669.19,669.19,334.6
Krishnagiri,2024-01,2412.27,603.07,361.84,241.23,482.45,482.45,241.23
Krishnagiri,2024-02,2365.07,591.27,354.76,236.51,473.01,473.01,236.51
Krishnagiri,2024-03,3258.73,814.68,488.81,325.87,651.75,651.75,325.87
Krishnagiri,2024-04,2260.76,565.19,339.11,226.08,452.15,452.15,226.08
Krishnagiri,2024-05,3059.38,764.85,458.91,305.94,611.88,611.88,305.94
Krishnagiri,2024-06,2093.96,523.49,314.09,209.4,418.79,418.79,209.4
Krishnagiri,2024-07,2933.27,733.32,439.99,293.33,586.65,586.65,293.33
Krishnagiri,2024-08,2596.6,649.15,389.49,259.66,519.32,519.32,259.66
Krishnagiri,2024-09,2585.63,646.41,387.84,258.56,517.13,517.13,258.56
Krishnagiri,2024-10,2081.17,520.29,312.18,208.12,416.23,416.23,208.12
Krishnagiri,2024-11,3355.04,838.76,503.26,335.5,671.01,671.01,335.5
Krishnagiri,2024-12,3373.61,843.4,506.04,337.36,674.72,674.72,337.36
Madurai,2018-01,3813.7,953.43,572.06,381.37,762.74,762.74,381.37
Madurai,2018-02,3885.69,971.42,582.85,388.57,777.14,777.14,388.57
Madurai,2018-03,4745.72,1186.43,711.86,474.57,949.14,949.14,474.57
Madurai,2018-04,3992.37,998.09,598.85,399.24,798.47,798.47,399.24
Madurai,2018-05,3742.39,935.6,561.36,374.24,748.48,748.48,374.24
